PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  4.7689536E-08 -1.5896513E-08  1.3991778E+00  1.9993819E+00  1.9993824E+00  2.0018556E+00  2.0018561E+00  1.3953305E+00 -1.5892631E-08  4.7677894E-08  9.2151422E+02
  2.5431316E-07  0.0000000E+00  5.0309391E+00  5.6313915E+00  5.6313920E+00  5.6338849E+00  5.6338859E+00  5.0270662E+00  0.0000000E+00  2.5431316E-07  1.2338611E+03
  5.0862633E-07  0.0000000E+00  9.7238274E+00  1.0324508E+01  1.0324510E+01  1.0327023E+01  1.0327024E+01  9.7199287E+00  0.0000000E+00  5.0862633E-07  1.6045438E+03
 -1.0172527E-06  0.0000000E+00  1.5643290E+01  1.6244215E+01  1.6244215E+01  1.6246748E+01  1.6246752E+01  1.5639365E+01  0.0000000E+00  1.0172527E-06  2.0390168E+03
  4.7687596E-08 -4.7685656E-08  1.3204198E+00  1.9236850E+00  1.9236856E+00  1.9263693E+00  1.9263703E+00  1.3162837E+00 -4.7681777E-08  4.7679837E-08  8.7477966E+02
 -2.5431316E-07  0.0000000E+00  4.7539196E+00  5.3574309E+00  5.3574319E+00  5.3601360E+00  5.3601370E+00  4.7497530E+00  0.0000000E+00 -2.5431316E-07  1.1638121E+03
  0.0000000E+00 -5.0862633E-07  9.1593266E+00  9.7630672E+00  9.7630672E+00  9.7657938E+00  9.7657948E+00  9.1551332E+00 -5.0862633E-07  0.0000000E+00  1.5040811E+03
  5.0862633E-07  5.0862633E-07  1.4679937E+01  1.5283923E+01  1.5283923E+01  1.5286670E+01  1.5286671E+01  1.4675718E+01  5.0862633E-07 -5.0862633E-07  1.9002236E+03
 -4.7689536E-08 -1.5888752E-08  1.2447703E+00  1.8511004E+00  1.8511012E+00  1.8540102E+00  1.8540115E+00  1.2403318E+00 -1.5900392E-08 -4.7677894E-08  8.3041522E+02
  0.0000000E+00  0.0000000E+00  4.4903784E+00  5.0969567E+00  5.0969577E+00  5.0998883E+00  5.0998902E+00  4.4859118E+00 -2.5431316E-07  0.0000000E+00  1.0971145E+03
  0.0000000E+00 -5.0862633E-07  8.6243858E+00  9.2311945E+00  9.2311954E+00  9.2341480E+00  9.2341490E+00  8.6198921E+00  0.0000000E+00  0.0000000E+00  1.4089447E+03
 -5.0862633E-07  0.0000000E+00  1.3769609E+01  1.4376663E+01  1.4376664E+01  1.4379640E+01  1.4379642E+01  1.3765090E+01 -5.0862633E-07 -5.0862633E-07  1.7694387E+03
 -4.7677894E-08 -4.7689536E-08  1.1721097E+00  1.7815094E+00  1.7815105E+00  1.7846593E+00  1.7846608E+00  1.1673566E+00 -4.7677894E-08 -4.7689536E-08  7.8830072E+02
  0.0000000E+00  2.5431316E-07  4.2397943E+00  4.8494434E+00  4.8494444E+00  4.8526173E+00  4.8526196E+00  4.2350140E+00 -2.5431316E-07  0.0000000E+00  1.0340732E+03
 -2.5431316E-07  2.5431316E-07  8.1171112E+00  8.7269907E+00  8.7269917E+00  8.7301884E+00  8.7301903E+00  8.1123028E+00  2.5431316E-07 -2.5431316E-07  1.3192057E+03
  5.0862633E-07  0.0000000E+00  1.2908657E+01  1.3518783E+01  1.3518784E+01  1.3522005E+01  1.3522007E+01  1.2903823E+01 -5.0862633E-07 -5.0862633E-07  1.6464779E+03
  4.7677894E-08 -1.5892631E-08  1.1023196E+00  1.7147945E+00  1.7147958E+00  1.7181998E+00  1.7182021E+00  1.0972425E+00 -1.5896513E-08  4.7689536E-08  7.4832208E+02
  0.0000000E+00 -2.5431316E-07  4.0011587E+00  4.6138830E+00  4.6138844E+00  4.6173139E+00  4.6173158E+00  3.9960546E+00  2.5431316E-07  0.0000000E+00  9.7431024E+02
 -5.0862633E-07  0.0000000E+00  7.6356139E+00  8.2485695E+00  8.2485704E+00  8.2520247E+00  8.2520266E+00  7.6304827E+00  0.0000000E+00  5.0862633E-07  1.2344094E+03
  0.0000000E+00  0.0000000E+00  1.2093917E+01  1.2707119E+01  1.2707121E+01  1.2710598E+01  1.2710602E+01  1.2088758E+01 -5.0862633E-07  0.0000000E+00  1.5307568E+03
 -3.1789146E-08 -4.7675954E-08  1.0352883E+00  1.6508454E+00  1.6508472E+00  1.6545208E+00  1.6545236E+00  1.0298795E+00 -4.7691476E-08 -3.1789146E-08  7.1037097E+02
