PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
 -1.2716046E-07  6.3551127E-08  9.0384359E+00  5.1468039E+00  5.1468148E+00  5.1481833E+00  5.1481943E+00  9.0390844E+00  6.3605448E-08 -1.2715269E-07 -3.3389702E+00
  0.0000000E+00 -2.5431316E-07  8.9728050E+00  5.1103516E+00  5.1103625E+00  5.1117454E+00  5.1117563E+00  8.9734554E+00  2.5431316E-07  0.0000000E+00  4.3013179E-01
  0.0000000E+00 -2.5431316E-07  8.9213276E+00  5.0880075E+00  5.0880189E+00  5.0894160E+00  5.0894275E+00  8.9219828E+00  2.5431316E-07  0.0000000E+00  5.6428719E+00
  0.0000000E+00  0.0000000E+00  8.8901110E+00  5.0857062E+00  5.0857177E+00  5.0871286E+00  5.0871406E+00  8.8907671E+00 -2.5431316E-07  0.0000000E+00  1.2856494E+01
  1.9073487E-07 -6.3593809E-08  8.2906618E+00  4.7770753E+00  4.7770886E+00  4.7785950E+00  4.7786083E+00  8.2913427E+00 -6.3562766E-08  1.9073487E-07 -3.3109097E+00
  2.5431316E-07  0.0000000E+00  8.2364922E+00  4.7452149E+00  4.7452283E+00  4.7467470E+00  4.7467608E+00  8.2371769E+00  0.0000000E+00 -2.5431316E-07  1.3142145E-01
  0.0000000E+00  0.0000000E+00  8.1870308E+00  4.7229695E+00  4.7229834E+00  4.7245178E+00  4.7245321E+00  8.1877174E+00  0.0000000E+00  0.0000000E+00  4.9345932E+00
  2.5431316E-07  0.0000000E+00  8.1564655E+00  4.7193666E+00  4.7193809E+00  4.7209311E+00  4.7209454E+00  8.1571541E+00  0.0000000E+00 -2.5431316E-07  1.1618427E+01
  1.9073487E-07  6.3593809E-08  7.6036658E+00  4.4341421E+00  4.4341583E+00  4.4358172E+00  4.4358339E+00  7.6043777E+00  6.3562766E-08  1.9073487E-07 -3.2827606E+00
