PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
 -3.8805109E-12  1.2715851E-07  7.1766577E+00  7.1855516E+00  7.1855717E+00  7.1860142E+00  7.1860347E+00  7.1770167E+00  1.2715464E-07  3.8805109E-12 -1.8874590E+00
  5.0862633E-07  0.0000000E+00  7.1316152E+00  7.1405559E+00  7.1405768E+00  7.1410241E+00  7.1410451E+00  7.1319776E+00  2.5431316E-07  0.0000000E+00  2.2843244E+00
  0.0000000E+00 -2.5431316E-07  7.1015573E+00  7.1105456E+00  7.1105661E+00  7.1110210E+00  7.1110411E+00  7.1019244E+00  0.0000000E+00  0.0000000E+00  7.9307246E+00
  0.0000000E+00  0.0000000E+00  7.0926876E+00  7.1017227E+00  7.1017442E+00  7.1022034E+00  7.1022248E+00  7.0930572E+00  0.0000000E+00  0.0000000E+00  1.5658498E+01
  1.2714493E-07 -6.3574404E-08  6.6313095E+00  6.6407080E+00  6.6407313E+00  6.6412258E+00  6.6412492E+00  6.6317053E+00 -6.3582171E-08  1.2716822E-07 -1.9452885E+00
  2.5431316E-07  2.5431316E-07  6.5932202E+00  6.6026654E+00  6.6026897E+00  6.6031880E+00  6.6032124E+00  6.5936198E+00  0.0000000E+00 -2.5431316E-07  1.8229334E+00
  0.0000000E+00  0.0000000E+00  6.5633745E+00  6.5728688E+00  6.5728931E+00  6.5733976E+00  6.5734224E+00  6.5637784E+00  2.5431316E-07  0.0000000E+00  6.9786825E+00
  2.5431316E-07 -2.5431316E-07  6.5530915E+00  6.5626364E+00  6.5626607E+00  6.5631714E+00  6.5631967E+00  6.5534992E+00  0.0000000E+00  2.5431316E-07  1.4090391E+01
  1.9074263E-07  6.3589930E-08  6.1272893E+00  6.1372213E+00  6.1372485E+00  6.1378002E+00  6.1378274E+00  6.1277256E+00  6.3566645E-08  1.9072711E-07 -2.0048902E+00
 -2.5431316E-07  0.0000000E+00  6.0862284E+00  6.0962129E+00  6.0962391E+00  6.0967989E+00  6.0968261E+00  6.0866699E+00  2.5431316E-07  2.5431316E-07  1.3973393E+00
 -2.5431316E-07  2.5431316E-07  6.0576987E+00  6.0677338E+00  6.0677614E+00  6.0683274E+00  6.0683560E+00  6.0581436E+00  0.0000000E+00 -2.5431316E-07  6.1081657E+00
  0.0000000E+00  0.0000000E+00  6.0471754E+00  6.0572639E+00  6.0572920E+00  6.0578642E+00  6.0578933E+00  6.0476255E+00  2.5431316E-07  0.0000000E+00  1.2659515E+01
  1.9073487E-07  6.3578291E-08  5.6614594E+00  5.6719532E+00  5.6719861E+00  5.6726003E+00  5.6726327E+00  5.6619396E+00  6.3578291E-08  1.9073487E-07 -2.0663178E+00
  2.5431316E-07  0.0000000E+00  5.6224923E+00  5.6330414E+00  5.6330738E+00  5.6336966E+00  5.6337299E+00  5.6229782E+00  0.0000000E+00 -2.5431316E-07  1.0047163E+00
