PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  1.9072904E-07  6.3580231E-08  4.4446850E+00  2.7208154E+00  5.9075327E+00  5.9090719E+00  2.7223475E+00  4.4425783E+00  6.3576344E-08  1.9074068E-07  1.4598413E-01
  0.0000000E+00  2.5431316E-07  4.4338961E+00  2.7177744E+00  5.8890357E+00  5.8905921E+00  2.7193236E+00  4.4317727E+00  2.5431316E-07  0.0000000E+00  6.3189087E+00
  0.0000000E+00 -2.5431316E-07  4.4481192E+00  2.7397718E+00  5.8955321E+00  5.8971057E+00  2.7413380E+00  4.4459796E+00  2.5431316E-07  0.0000000E+00  1.5083485E+01
  0.0000000E+00  2.5431316E-07  4.4972873E+00  2.7966566E+00  5.9370241E+00  5.9386144E+00  2.7982397E+00  4.4951301E+00 -2.5431316E-07  0.0000000E+00  2.7229824E+01
  5.8207662E-12  6.3576344E-08  4.1785688E+00  2.5500937E+00  5.5464406E+00  5.5481443E+00  2.5517883E+00  4.1762877E+00  6.3580231E-08 -5.8207662E-12  1.5353265E-01
 -1.2715658E-07  0.0000000E+00  4.1700082E+00  2.5485361E+00  5.5309176E+00  5.5326357E+00  2.5502458E+00  4.1677108E+00  0.0000000E+00 -1.2715658E-07  5.9932108E+00
  1.2715658E-07  0.0000000E+00  4.1833606E+00  2.5693555E+00  5.5368481E+00  5.5385852E+00  2.5710840E+00  4.1810455E+00 -1.2715658E-07 -1.2715658E-07  1.4264807E+01
  0.0000000E+00  1.2715658E-07  4.2296629E+00  2.6230626E+00  5.5757833E+00  5.5775399E+00  2.6248105E+00  4.2273297E+00  1.2715658E-07  0.0000000E+00  2.5694677E+01
  9.5373252E-08  9.5373252E-08  3.9286907E+00  2.3907406E+00  5.2064209E+00  5.2083077E+00  2.3926170E+00  3.9262223E+00  9.5361614E-08  9.5361614E-08  1.6147554E-01
