PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  5.8207662E-12  5.8207662E-12  5.7848716E+00  5.7659235E+00  5.8027201E+00  5.8027864E+00  5.7669115E+00  5.7854047E+00 -5.8207662E-12 -5.8207662E-12 -3.5132500E+01
 -2.5431316E-07  0.0000000E+00  5.6218934E+00  5.6027961E+00  5.6398759E+00  5.6399407E+00  5.6037974E+00  5.6224332E+00  0.0000000E+00  2.5431316E-07 -4.2901615E+01
 -2.5431316E-07  0.0000000E+00  5.4329162E+00  5.4136686E+00  5.4510317E+00  5.4510975E+00  5.4146852E+00  5.4334636E+00  0.0000000E+00  2.5431316E-07 -5.1650383E+01
  0.0000000E+00  0.0000000E+00  5.2167363E+00  5.1973367E+00  5.2349868E+00  5.2350521E+00  5.1983676E+00  5.2172904E+00 -2.5431316E-07  0.0000000E+00 -6.1083138E+01
  5.8207662E-12  5.8207662E-12  5.4252448E+00  5.4047689E+00  5.4444704E+00  5.4445343E+00  5.4058890E+00  5.4258428E+00 -5.8207662E-12 -5.8207662E-12 -3.3503635E+01
  0.0000000E+00 -2.5431316E-07  5.2725163E+00  5.2519021E+00  5.2918692E+00  5.2919331E+00  5.2530346E+00  5.2731204E+00 -2.5431316E-07  0.0000000E+00 -4.0761860E+01
  0.0000000E+00 -2.5431316E-07  5.0934458E+00  5.0726700E+00  5.1129413E+00  5.1130052E+00  5.0738177E+00  5.0940576E+00  0.0000000E+00  0.0000000E+00 -4.8816765E+01
  2.5431316E-07  0.0000000E+00  4.8898063E+00  4.8688660E+00  4.9094462E+00  4.9095092E+00  4.8700309E+00  4.8904257E+00  0.0000000E+00  2.5431316E-07 -5.7371731E+01
 -3.1800784E-08 -9.5371313E-08  5.0879793E+00  5.0658503E+00  5.1086884E+00  5.1087484E+00  5.0671210E+00  5.0886507E+00 -9.5363553E-08 -3.1777503E-08 -3.1956045E+01
  0.0000000E+00  2.5431316E-07  4.9407401E+00  4.9184375E+00  4.9616017E+00  4.9616609E+00  4.9197254E+00  4.9414196E+00 -2.5431316E-07  0.0000000E+00 -3.8713341E+01
  2.5431316E-07  0.0000000E+00  4.7716126E+00  4.7491364E+00  4.7926269E+00  4.7926850E+00  4.7504416E+00  4.7723002E+00  0.0000000E+00  2.5431316E-07 -4.6111897E+01
 -2.5431316E-07  0.0000000E+00  4.5803671E+00  4.5577149E+00  4.6015368E+00  4.6015940E+00  4.5590382E+00  4.5810637E+00  2.5431316E-07  0.0000000E+00 -5.3843521E+01
 -1.9073487E-07  6.3593809E-08  4.7716861E+00  4.7477679E+00  4.7939920E+00  4.7940459E+00  4.7492075E+00  4.7724400E+00  6.3562766E-08 -1.9073487E-07 -3.0485804E+01
  0.0000000E+00 -2.5431316E-07  4.6318994E+00  4.6077943E+00  4.6543689E+00  4.6544218E+00  4.6092539E+00  4.6326618E+00 -2.5431316E-07  0.0000000E+00 -3.6767677E+01
  0.0000000E+00 -2.5431316E-07  4.4721050E+00  4.4478121E+00  4.4947391E+00  4.4947915E+00  4.4492908E+00  4.4728775E+00 -2.5431316E-07  0.0000000E+00 -4.3541771E+01
  0.0000000E+00  0.0000000E+00  4.2925076E+00  4.2680235E+00  4.3153081E+00  4.3153586E+00  4.2695231E+00  4.2932892E+00  2.5431316E-07  0.0000000E+00 -5.0498756E+01
  1.9074650E-07  6.3582171E-08  4.4750638E+00  4.4492083E+00  4.4990878E+00  4.4991336E+00  4.4508386E+00  4.4759088E+00  6.3574404E-08  1.9072323E-07 -2.9089174E+01
  0.0000000E+00 -2.5431316E-07  4.3422985E+00  4.3162398E+00  4.3664994E+00  4.3665438E+00  4.3178926E+00  4.3431544E+00  0.0000000E+00  0.0000000E+00 -3.4913849E+01
